Token	NER
colores	O
diversas	O
coronadas	O
por	O
lo	O
alto	O
y	O
a	O
todas	O
partes	O
abiertas	O
Dos	O
barcas	O
chatas	O
había	O
que	O
gobernaban	O
dos	O
cuerdas	O
que	O
a	O
este	O
sitio	O
caminaban	O
sin	O
otros	O
remos	O
ni	O
velas	O
Parte	O
XI	O
Bajaron	O
pues	O
los	O
de	O
España	B-LOC
por	O
su	O
parte	O
con	O
la	O
Reina	O
y	O
los	O
de	O
Francia	B-LOC
Liseo	O
con	O
la	O
divina	O
Princesa	O
Trájola	O
el	O
duque	O
de	O
Guisa	O
y	O
acompañando	O
su	O
alteza	O
mucha	O
nobleza	O
de	O
Francia	B-LOC
y	O
brava	O
gente	O
de	O
guerra	O
que	O
estaba	O
en	O
dos	O
escuadrones	O
sobre	O
una	O
montaña	O
puesta	O
y	O
en	O
las	O
orillas	O
del	O
río	O
a	O
este	O
tiempo	O
las	O
trompetas	O
las	O
cajas	O
las	O
chirimías	O
las	O
dos	O
naciones	O
alegran	O
Entraron	O
en	O
las	O
dos	O
casas	O
y	O
a	O
las	O
dos	O
barcas	O
por	O
ellas	O
donde	O
en	O
la	O
mitad	O
del	O
río	O
se	O
vieron	O
Reina	O
y	O
Princesa	O
habláronse	O
no	O
lo	O
oí	O
luego	O
dicen	O
que	O
el	O
de	O
Uceda	O
hizo	O
su	O
razonamiento	O
de	O
aquella	O
famosa	O
entrega	O
a	O
quien	O
respondió	O
el	O
de	O
Guisa	O
lo	O
mismo	O
en	O
lengua	O
francesa	O
Escribiose	O
todo	O
ansí	O
y	O
al	O
despedirse	O
la	O
Reina	O
le	O
dio	O
una	O
cruz	O
de	O
diamantes	O
a	O
la	O
señora	O
duquesa	O
de	O
Medina	O
volvió	O
al	O
fin	O
la	O
barca	O
a	O
Francia	B-LOC
con	O
ella	O
Yo	O
fui	O
a	O
llorar	O
y	O
mirando	O
en	O
España	B
la	O
Princesa	O
serenísima	O
a	O
los	O
ojos	O
di	O
otro	O
sol	O
que	O
el	O
agua	O
tiempla	O
Parte	O
XI	O
alférez	O
otavio	O
fineo	O
marcelo	O
Andaba	O
encima	O
del	O
río	O
la	O
Paz	O
divina	O
doncella	O
con	O
una	O
túnica	O
roja	O
y	O
azul	O
a	O
jirones	O
hecha	O
sembrada	O
de	O
lirios	O
de	O
oro	O
la	O
parte	O
azul	O
la	O
sangrienta	O
de	O
castillos	O
y	O
leones	O
y	O
encima	O
de	O
sus	O
cabezas	O
sembraba	O
oliva	O
y	O
laurel	O
clavellinas	O
y	O
azucenas	O
diciendo	O
«Filipe	O
y	O
Luis	O
vivan	O
en	O
paz	O
Vivan	O
Sean	O
Ana	O
y	O
Isabel	O
sus	O
lazos»	O
Y	O
luego	O
rompiendo	O
vieras	O
la	O
superficie	O
del	O
agua	O
sacar	O
la	O
honrada	O
cabeza	O
el	O
claro	O
río	O
Beobia	O
revuelta	O
en	O
coral	O
y	O
perlas	O
y	O
que	O
cercado	O
de	O
ninfas	O
españolas	O
y	O
francesas	O
todas	O
respondieron	O
«Vivan	O
que	O
por	O
muchos	O
años	O
sea»	O
Sale	O
el	O
Alférez	O
metiendo	O
mano	O
y	O
Fineo	O
y	O
Celio	O
y	O
Otavio	O
Ellos	O
traidor	O
vivirán	O
pero	O
tú	O
es	O
razón	O
que	O
mueras	O
Hijo	O
detente	O
Lisardo	O
si	O
a	O
tu	O
padre	O
no	O
respetas	O
qué	O
has	O
de	O
hacer	O
con	O
tus	O
amigos	O
Pues	O
cómo	O
Alférez	O
Tú	O
intentas	O
matarme	O
sobre	O
seguro	O
alférez	O
otavio	O
marcelo	O
No	O
son	O
aquestas	O
las	O
quejas	O
del	O
agravio	O
de	O
Milán	B-LOC
que	O
ya	O
satisfecho	O
queda	O
A	O
mi	O
padre	O
le	O
he	O
contado	O
lo	O
que	O
me	O
ha	O
dicho	O
Rosela	O
en	O
mi	O
casa	O
entraste	O
basta	O
Era	O
justo	O
pretenderla	O
en	O
forma	O
de	O
jardinero	O
No	O
conociendo	O
las	O
prendas	O
de	O
vuestro	O
valor	O
y	O
sangre	O
amor	O
me	O
dio	O
la	O
licencia	O
ramilletes	O
de	O
Madrid	B-LOC
buscando	O
remedio	O
en	O
hierbas	O
de	O
mudanzas	O
de	O
Belisa	O
a	O
hacer	O
jardines	O
me	O
enseñan	O
Luego	O
que	O
supe	O
mi	O
error	O
volví	O
la	O
espalda	O
No	O
creas	O
que	O
aquí	O
valen	O
las	O
espaldas	O
Nunca	O
yo	O
supe	O
volverlas	O
Sabéis	O
que	O
soy	O
hombre	O
noble	O
Muy	O
bien	O
Pues	O
mi	O
mujer	O
sea	O
Rosela	O
y	O
goce	O
Fineo	O
que	O
es	O
justo	O
a	O
Belisa	O
bella	O
Basta	O
yo	O
envaino	O
la	O
espada	O
Todos	O
mis	O
agravios	O
quedan	O
satisfechos	O
en	O
tus	O
brazos	O
Pues	O
yo	O
no	O
envaino	O
mis	O
quejas	O
Qué	O
hay	O
Fabio	O
Aquí	O
se	O
ha	O
contado	O
una	O
relación	O
moderna	O
de	O
la	O
jornada	O
de	O
Irún	B-LOC
sin	O
hacer	O
memoria	O
en	O
ella	O
de	O
los	O
señores	O
lacayos	O
y	O
así	O
esta	O
noche	O
en	O
la	O
cena	O
alférez	O
marcelo	O
otavio	O
marcelo	O
alférez	O
fabio	O
liseo	O
fabio	O
fineo	O
la	O
quiero	O
hacer	O
porque	O
hay	O
mucha	O
nobleza	O
gallega	O
y	O
no	O
es	O
justo	O
que	O
se	O
calle	O
Aquí	O
acaba	O
la	O
comedia	O
a	O
quien	O
dio	O
Madrid	v
la	O
historia	O
y	O
ramilletes	O
su	O
Vega	O
Fin	O
de	O
la	O
famosa	O
comedia	O
de	O
Los	O
ramilletes	O
de	O
Madrid	B-LOC
